ID,Delivery_person_ID,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,City,Type_of_vehicle,Vehicle_condition,multiple_deliveries,Time_taken (min),city_code,order_date,order_time,pickup_time,order_hour,time_taken_min
0x3a5a,INDORES08DEL02,22.725748,75.898497,22.775748,75.948497,28-03-2022,18:15,18:25,Stormy,Medium,Metropolitian,scooter,1,1.0,22,INDO,2022-03-28,18:15:00,18:25:00,18.0,22
0x5631,HYDRES18DEL03,17.450851,78.379347,17.540851,78.469347,04-03-2022,17:25,17:35,Fog,Medium,Metropolitian,motorcycle,0,3.0,48,HYD,2022-03-04,17:25:00,17:35:00,17.0,48
0x1dac,CHENRES07DEL03,13.081878,80.248519,13.171878,80.338519,04-03-2022,23:45,1,Stormy,Low,Metropolitian,electric_scooter,2,1.0,19,CHEN,2022-03-04,23:45:00,,23.0,19
0xde01,KOCRES010DEL01,10.035573,76.336958,10.105573,76.406958,14-02-2022,18:30,18:35,Windy,Medium,Urban,motorcycle,1,1.0,21,KOC,2022-02-14,18:30:00,18:35:00,18.0,21
0x8771,VADRES11DEL02,22.308096,73.167753,22.388096,73.247753,25-03-2022,21:35,21:45,Windy,Jam,Metropolitian,motorcycle,1,0.0,44,VAD,2022-03-25,21:35:00,21:45:00,21.0,44
0x3645,CHENRES20DEL01,12.975996,80.221898,12.985996,80.231898,17-03-2022,08:40,08:55,Windy,Low,Metropolitian,scooter,2,0.0,26,CHEN,2022-03-17,08:40:00,08:55:00,8.0,26
0x1ff1,MYSRES04DEL03,12.3085,76.665808,12.3385,76.695808,01-04-2022,22:35,22:40,Windy,Low,Metropolitian,scooter,1,1.0,26,MYS,2022-04-01,22:35:00,22:40:00,22.0,26
0x4a3c,MUMRES13DEL01,19.178321,72.834715,19.188321,72.844715,19-03-2022,11:45,11:50,Windy,High,Metropolitian,motorcycle,1,1.0,31,MUM,2022-03-19,11:45:00,11:50:00,11.0,31
0x6cc6,JAPRES08DEL02,26.910262,75.783013,26.990262,75.863013,02-03-2022,19:10,19:15,Sunny,Jam,Metropolitian,scooter,1,0.0,18,JAP,2022-03-02,19:10:00,19:15:00,19.0,18
0xc141,ALHRES12DEL01,25.443994,81.860187,25.513994,81.930187,16-02-2022,18:45,0.791666667,Fog,Medium,Metropolitian,motorcycle,2,1.0,38,ALH,2022-02-16,18:45:00,,18.0,38
0x690f,RANCHIRES11DEL03,23.359194,85.325447,23.449194,85.415447,29-03-2022,18:15,18:25,Cloudy,Medium,Metropolitian,motorcycle,1,1.0,32,RANCHI,2022-03-29,18:15:00,18:25:00,18.0,32
0xb4ba,HYDRES19DEL02,17.458998,78.500366,17.508998,78.550366,07-03-2022,22:30,22:35,Sandstorms,Low,Metropolitian,scooter,2,1.0,17,HYD,2022-03-07,22:30:00,22:35:00,22.0,17
0x88dd,MYSRES010DEL01,12.321214,76.621094,12.361214,76.661094,30-03-2022,13:10,13:20,Windy,High,Metropolitian,motorcycle,2,1.0,31,MYS,2022-03-30,13:10:00,13:20:00,13.0,31
0x87a8,MYSRES04DEL03,12.3085,76.665808,12.3685,76.725808,19-03-2022,17:55,18:05,Windy,Medium,Metropolitian,motorcycle,0,0.0,25,MYS,2022-03-19,17:55:00,18:05:00,17.0,25
0x3f8d,MUMRES06DEL03,19.055831,72.833984,19.115831,72.893984,15-03-2022,19:50,20:05,Cloudy,Jam,Metropolitian,motorcycle,2,1.0,22,MUM,2022-03-15,19:50:00,20:05:00,19.0,22
0x290c,MYSRES18DEL01,12.337928,76.617889,12.407928,76.687889,02-03-2022,21:15,21:20,Fog,Jam,Metropolitian,motorcycle,0,3.0,43,MYS,2022-03-02,21:15:00,21:20:00,21.0,43
0x7ece,RANCHIRES18DEL01,23.351489,85.324253,23.421489,85.394253,31-03-2022,19:35,19:45,Fog,Jam,Metropolitian,motorcycle,0,1.0,42,RANCHI,2022-03-31,19:35:00,19:45:00,19.0,42
0x1365,INDORES06DEL02,22.728163,75.884212,22.808163,75.964212,06-03-2022,19:10,19:20,Stormy,Jam,Metropolitian,motorcycle,1,0.0,42,INDO,2022-03-06,19:10:00,19:20:00,19.0,42
0x33a4,CHENRES15DEL03,13.026286,80.275235,13.056286,80.305235,21-03-2022,21:20,21:30,Fog,Jam,Metropolitian,motorcycle,1,1.0,34,CHEN,2022-03-21,21:20:00,21:30:00,21.0,34
0x8f3c,JAPRES07DEL02,26.766536,75.837333,26.786536,75.857333,01-03-2022,09:50,10:05,Sandstorms,Low,Metropolitian,motorcycle,1,1.0,17,JAP,2022-03-01,09:50:00,10:05:00,9.0,17
0x2fe1,SURRES18DEL03,21.149834,72.778666,21.179834,72.808666,24-03-2022,20:35,20:40,Stormy,Jam,Metropolitian,scooter,1,0.0,25,SUR,2022-03-24,20:35:00,20:40:00,20.0,25
0x4b5b,MYSRES04DEL03,12.3085,76.665808,12.3985,76.755808,04-04-2022,21:15,21:25,Sandstorms,Jam,Semi-Urban,motorcycle,0,1.0,54,MYS,2022-04-04,21:15:00,21:25:00,21.0,54
0xd02b,KNPRES16DEL03,26.482581,80.315628,26.572581,80.405628,12-02-2022,19:45,19:50,Fog,Jam,Metropolitian,motorcycle,2,1.0,36,KNP,2022-02-12,19:45:00,19:50:00,19.0,36
0x1f0e,MYSRES12DEL03,12.284747,76.625861,12.344747,76.685861,05-04-2022,17:45,17:55,Sunny,Medium,Metropolitian,motorcycle,1,0.0,17,MYS,2022-04-05,17:45:00,17:55:00,17.0,17
0x57fc,MYSRES09DEL01,12.323194,76.630583,12.363194,76.670583,17-03-2022,12:50,12:55,Fog,High,Metropolitian,motorcycle,2,1.0,26,MYS,2022-03-17,12:50:00,12:55:00,12.0,26
0x7a1f,PUNERES19DEL03,18.563934,73.915367,18.653934,74.005367,31-03-2022,21:40,21:55,Fog,Jam,Metropolitian,motorcycle,0,2.0,46,PUNE,2022-03-31,21:40:00,21:55:00,21.0,46
0xceac,KOLRES18DEL03,22.569367,88.433187,22.629367,88.493187,17-02-2022,19:55,20:05,Sunny,Jam,Metropolitian,motorcycle,0,0.0,29,KOL,2022-02-17,19:55:00,20:05:00,19.0,29
0xa0a5,BANGRES14DEL03,12.949934,77.699386,13.009934,77.759386,09-03-2022,19:35,19:40,Sandstorms,Jam,Metropolitian,motorcycle,0,1.0,23,BANG,2022-03-09,19:35:00,19:40:00,19.0,23
0x892d,SURRES09DEL02,21.175975,72.795503,21.255975,72.875503,27-03-2022,22:35,22:50,Sandstorms,Low,Urban,scooter,1,,11,SUR,2022-03-27,22:35:00,22:50:00,22.0,11
0x6118,INDORES09DEL01,22.725835,75.887648,22.835835,75.997648,25-03-2022,17:10,17:25,Stormy,Medium,Metropolitian,motorcycle,1,0.0,28,INDO,2022-03-25,17:10:00,17:25:00,17.0,28
0x46fd,PUNERES09DEL03,18.536562,73.896485,18.596562,73.956485,11-03-2022,19:35,19:40,Cloudy,Jam,Metropolitian,motorcycle,0,1.0,25,PUNE,2022-03-11,19:35:00,19:40:00,19.0,25
0x5134,RANCHIRES01DEL02,23.416792,85.316842,23.436792,85.336842,03-03-2022,10:30,10:45,Sandstorms,Low,Metropolitian,motorcycle,2,0.0,11,RANCHI,2022-03-03,10:30:00,10:45:00,10.0,11
0xd418,LUDHRES010DEL03,30.89286,75.822199,30.92286,75.852199,15-02-2022,18:10,18:20,Windy,Medium,Metropolitian,scooter,1,1.0,26,LUDH,2022-02-15,18:10:00,18:20:00,18.0,26
0x256c,MYSRES13DEL02,12.310972,76.659264,12.330972,76.679264,07-03-2022,10:10,10:25,Stormy,Low,Metropolitian,motorcycle,0,1.0,23,MYS,2022-03-07,10:10:00,10:25:00,10.0,23
0x6055,JAPRES18DEL02,26.913987,75.752891,26.993987,75.832891,18-03-2022,17:50,18:05,Fog,Medium,Metropolitian,motorcycle,1,2.0,39,JAP,2022-03-18,17:50:00,18:05:00,17.0,39
0x7220,VADRES13DEL02,22.310237,73.158921,22.390237,73.238921,06-04-2022,19:55,20:10,Stormy,Jam,Metropolitian,electric_scooter,2,,32,VAD,2022-04-06,19:55:00,20:10:00,19.0,32
0x1568,BANGRES01DEL01,12.933284,77.615428,13.003284,77.685428,06-03-2022,17:55,18:10,Fog,Medium,Metropolitian,motorcycle,0,1.0,43,BANG,2022-03-06,17:55:00,18:10:00,17.0,43
0x41ea,MYSRES08DEL01,12.297954,76.665169,12.337954,76.705169,19-03-2022,15:30,15:40,Fog,Medium,Metropolitian,scooter,1,,13,MYS,2022-03-19,15:30:00,15:40:00,15.0,13
0x1c60,MYSRES15DEL01,12.352058,76.60665,12.362058,76.61665,21-03-2022,09:40,09:50,Windy,Low,Metropolitian,electric_scooter,2,0.0,25,MYS,2022-03-21,09:40:00,09:50:00,9.0,25
0x7944,CHENRES02DEL03,13.086438,80.220672,13.146439,80.280672,19-03-2022,18:20,18:25,Windy,Medium,Metropolitian,motorcycle,1,0.0,27,CHEN,2022-03-19,18:20:00,18:25:00,18.0,27
0x77ee,HYDRES12DEL01,17.429585,78.392621,17.469585,78.432621,28-03-2022,15:35,15:50,Windy,Medium,Metropolitian,scooter,2,1.0,29,HYD,2022-03-28,15:35:00,15:50:00,15.0,29
0x2192,BANGRES07DEL01,12.978453,77.643685,13.048453,77.713685,29-03-2022,18:15,18:30,Sandstorms,Medium,Metropolitian,motorcycle,0,1.0,33,BANG,2022-03-29,18:15:00,18:30:00,18.0,33
0x48c7,CHENRES09DEL01,13.044694,80.26147,13.084694,80.30147,17-03-2022,16:55,0.708333333,Fog,Medium,Urban,motorcycle,1,1.0,19,CHEN,2022-03-17,16:55:00,,16.0,19
0x78bf,BANGRES04DEL02,12.98041,77.640489,13.11041,77.770489,29-03-2022,18:10,18:15,Sunny,Medium,Metropolitian,motorcycle,0,1.0,33,BANG,2022-03-29,18:10:00,18:15:00,18.0,33
0xe00d,ALHRES07DEL03,25.449659,81.839744,25.479659,81.869744,15-02-2022,20:30,20:45,Stormy,Jam,Metropolitian,scooter,1,1.0,29,ALH,2022-02-15,20:30:00,20:45:00,20.0,29
0x1e86,JAPRES06DEL03,26.911927,75.797282,27.051927,75.937282,29-03-2022,22:55,0.958333333,Stormy,Low,Metropolitian,scooter,2,1.0,18,JAP,2022-03-29,22:55:00,,22.0,18
0xcff0,KOCRES03DEL01,10.020683,76.310631,10.030683,76.320631,13-02-2022,10:55,0.458333333,Stormy,Low,Metropolitian,motorcycle,1,1.0,14,KOC,2022-02-13,10:55:00,,10.0,14
0xd072,GOARES02DEL01,15.585658,73.743606,15.625658,73.783606,13-02-2022,14:50,15:05,Sunny,High,Metropolitian,motorcycle,0,0.0,28,GOA,2022-02-13,14:50:00,15:05:00,14.0,28
0x52e2,JAPRES07DEL02,26.766536,75.837333,26.896536,75.967333,20-03-2022,18:15,18:20,Sandstorms,Medium,Metropolitian,motorcycle,0,1.0,36,JAP,2022-03-20,18:15:00,18:20:00,18.0,36
0x9395,JAPRES13DEL03,26.846156,75.8023,26.986156,75.9423,29-03-2022,23:35,23:50,Fog,Low,Metropolitian,motorcycle,0,,37,JAP,2022-03-29,23:35:00,23:50:00,23.0,37
0xb5d2,JAPRES18DEL03,26.913987,75.752891,27.053987,75.892891,04-03-2022,19:35,19:40,Cloudy,Jam,Metropolitian,motorcycle,0,1.0,43,JAP,2022-03-04,19:35:00,19:40:00,19.0,43
0x98ca,BANGRES17DEL02,12.972532,77.608179,13.022532,77.658179,09-03-2022,18:10,18:25,Fog,Medium,Urban,electric_scooter,2,1.0,15,BANG,2022-03-09,18:10:00,18:25:00,18.0,15
0x644b,MUMRES20DEL03,19.103249,72.846749,19.193249,72.936749,12-03-2022,21:10,21:15,Windy,Jam,Metropolitian,motorcycle,0,2.0,39,MUM,2022-03-12,21:10:00,21:15:00,21.0,39
0x7a2d,HYDRES14DEL02,17.426228,78.407495,17.506228,78.487495,04-04-2022,23:40,23:50,Windy,Low,Metropolitian,motorcycle,0,1.0,20,HYD,2022-04-04,23:40:00,23:50:00,23.0,20
0xc278,AURGRES19DEL01,19.866969,75.318894,19.976969,75.428894,18-02-2022,22:45,0.958333333,Sandstorms,Low,Metropolitian,motorcycle,1,1.0,16,AURG,2022-02-18,22:45:00,,22.0,16
0xab33,BANGRES08DEL02,12.906229,77.596791,12.986229,77.676791,02-03-2022,23:25,23:40,Fog,Low,Metropolitian,scooter,2,0.0,20,BANG,2022-03-02,23:25:00,23:40:00,23.0,20
0x7646,BANGRES010DEL02,12.933298,77.614293,13.013298,77.694293,27-03-2022,19:30,19:40,Cloudy,Jam,Metropolitian,motorcycle,0,1.0,43,BANG,2022-03-27,19:30:00,19:40:00,19.0,43
0x5ef5,INDORES03DEL02,22.751857,75.866699,22.881857,75.996699,04-03-2022,22:55,23:05,Windy,Low,Urban,motorcycle,0,0.0,15,INDO,2022-03-04,22:55:00,23:05:00,22.0,15
0x7ef7,COIMBRES16DEL02,11.010375,76.95295,11.090375,77.03295,06-04-2022,20:25,20:40,Sunny,Jam,Urban,motorcycle,0,0.0,29,COIMB,2022-04-06,20:25:00,20:40:00,20.0,29
0x1136,HYDRES20DEL01,17.483216,78.552111,17.523216,78.592111,26-03-2022,12:35,12:50,Stormy,High,Metropolitian,motorcycle,2,0.0,14,HYD,2022-03-26,12:35:00,12:50:00,12.0,14
0xd032,AGRRES08DEL03,27.160934,78.044095,27.220934,78.104095,11-02-2022,18:55,0.791666667,Sunny,Medium,Metropolitian,motorcycle,1,1.0,11,AGR,2022-02-11,18:55:00,,18.0,11
0x199d,COIMBRES15DEL02,11.006686,76.951736,11.056686,77.001736,28-03-2022,22:45,22:50,Sandstorms,Low,Metropolitian,motorcycle,0,,19,COIMB,2022-03-28,22:45:00,22:50:00,22.0,19
0xcf18,ALHRES05DEL01,25.457687,81.835585,25.497687,81.875585,11-02-2022,15:25,15:30,Cloudy,Medium,Urban,motorcycle,2,1.0,11,ALH,2022-02-11,15:25:00,15:30:00,15.0,11
0x1dad,MUMRES01DEL01,19.12663,72.829976,19.13663,72.839976,28-03-2022,11:30,11:40,Sunny,High,Metropolitian,motorcycle,1,0.0,14,MUM,2022-03-28,11:30:00,11:40:00,11.0,14
0xc918,AURGRES14DEL03,19.875016,75.322405,19.965016,75.412405,16-02-2022,22:35,22:45,Windy,Low,Urban,motorcycle,0,0.0,15,AURG,2022-02-16,22:35:00,22:45:00,22.0,15
0x33c1,MUMRES13DEL01,19.178321,72.834715,19.248321,72.904715,16-03-2022,23:35,23:45,Sandstorms,Low,Metropolitian,motorcycle,0,1.0,16,MUM,2022-03-16,23:35:00,23:45:00,23.0,16
0x27fe,CHENRES14DEL02,13.026279,80.174568,13.046279,80.194568,28-03-2022,10:25,10:30,Stormy,Low,Metropolitian,motorcycle,1,1.0,20,CHEN,2022-03-28,10:25:00,10:30:00,10.0,20
0x1536,HYDRES06DEL03,17.455894,78.375467,17.485894,78.405467,03-03-2022,22:20,22:30,Stormy,Low,Metropolitian,motorcycle,1,1.0,26,HYD,2022-03-03,22:20:00,22:30:00,22.0,26
0xa152,SURRES18DEL03,21.149834,72.778666,21.209834,72.838666,13-03-2022,17:15,17:20,Windy,Medium,Metropolitian,scooter,1,0.0,26,SUR,2022-03-13,17:15:00,17:20:00,17.0,26
0x9c9a,COIMBRES02DEL01,11.022477,76.995667,11.092477,77.065667,14-03-2022,21:30,21:45,Windy,Jam,Urban,motorcycle,1,0.0,43,COIMB,2022-03-14,21:30:00,21:45:00,21.0,43
0x3052,VADRES13DEL03,22.310237,73.158921,22.370237,73.218921,01-03-2022,18:40,18:50,Sandstorms,Medium,Urban,motorcycle,0,1.0,25,VAD,2022-03-01,18:40:00,18:50:00,18.0,25
0x1045,COIMBRES16DEL01,11.010375,76.95295,11.050375,76.99295,21-03-2022,15:10,15:20,Fog,Medium,Metropolitian,motorcycle,0,1.0,28,COIMB,2022-03-21,15:10:00,15:20:00,15.0,28
0x2391,INDORES13DEL03,22.745049,75.892471,22.835049,75.982471,10-03-2022,22:50,23:05,Stormy,Low,Metropolitian,scooter,2,0.0,17,INDO,2022-03-10,22:50:00,23:05:00,22.0,17
0x7ddd,INDORES12DEL03,22.74806,75.8934,22.83806,75.9834,20-03-2022,19:30,19:40,Windy,Jam,Metropolitian,motorcycle,1,1.0,44,INDO,2022-03-20,19:30:00,19:40:00,19.0,44
0x279f,MUMRES13DEL03,19.178321,72.834715,19.268321,72.924715,06-04-2022,20:30,20:35,Stormy,Jam,Metropolitian,motorcycle,0,1.0,33,MUM,2022-04-06,20:30:00,20:35:00,20.0,33
0xe76,CHENRES06DEL02,13.054347,80.257221,13.104347,80.307221,15-03-2022,18:35,18:40,Cloudy,Medium,Urban,scooter,1,1.0,19,CHEN,2022-03-15,18:35:00,18:40:00,18.0,19
0xaefa,BANGRES06DEL03,12.979096,77.640625,13.009096,77.670625,03-04-2022,18:45,18:50,Sunny,Medium,Metropolitian,motorcycle,0,0.0,15,BANG,2022-04-03,18:45:00,18:50:00,18.0,15
0xdad6,AGRRES11DEL02,27.163303,78.057044,27.293303,78.187044,12-02-2022,23:10,23:20,Fog,Low,Metropolitian,scooter,1,1.0,27,AGR,2022-02-12,23:10:00,23:20:00,23.0,27
0xc237,KNPRES15DEL02,26.482419,80.320939,26.502419,80.340939,11-02-2022,11:10,11:25,Cloudy,High,Metropolitian,scooter,2,1.0,25,KNP,2022-02-11,11:10:00,11:25:00,11.0,25
0x4efc,VADRES13DEL01,22.310237,73.158921,22.350237,73.198921,05-04-2022,13:50,13:55,Sunny,High,Metropolitian,motorcycle,1,1.0,18,VAD,2022-04-05,13:50:00,13:55:00,13.0,18
0x6e33,VADRES01DEL03,22.307898,73.167788,22.367898,73.227788,05-04-2022,18:40,18:45,Stormy,Medium,Metropolitian,scooter,2,0.0,21,VAD,2022-04-05,18:40:00,18:45:00,18.0,21
0xd92f,AGRRES03DEL01,27.160832,78.011608,27.230832,78.081608,18-02-2022,21:15,21:30,Cloudy,Jam,Metropolitian,motorcycle,0,2.0,53,AGR,2022-02-18,21:15:00,21:30:00,21.0,53
0xd902,KOCRES14DEL01,10.027014,76.308053,10.137014,76.418053,12-02-2022,21:45,21:55,Sandstorms,Jam,Metropolitian,motorcycle,0,3.0,42,KOC,2022-02-12,21:45:00,21:55:00,21.0,42
0xd91a,LUDHRES18DEL01,30.890184,75.829615,31.000184,75.939615,14-02-2022,21:20,21:35,Sunny,Jam,Metropolitian,motorcycle,2,1.0,20,LUDH,2022-02-14,21:20:00,21:35:00,21.0,20
0x4f0c,COIMBRES14DEL02,11.003681,76.975525,11.133681,77.105525,02-03-2022,22:45,22:55,Fog,Low,Metropolitian,scooter,1,0.0,29,COIMB,2022-03-02,22:45:00,22:55:00,22.0,29
0x8456,CHENRES19DEL01,12.986047,80.218114,13.096047,80.328114,04-04-2022,20:10,20:20,Stormy,Jam,Urban,scooter,2,0.0,15,CHEN,2022-04-04,20:10:00,20:20:00,20.0,15
0x3329,COIMBRES15DEL02,11.006686,76.951736,11.056686,77.001736,09-03-2022,18:20,18:35,Fog,Medium,Metropolitian,motorcycle,0,1.0,30,COIMB,2022-03-09,18:20:00,18:35:00,18.0,30
0x1aa8,SURRES20DEL02,21.15276,72.778059,21.28276,72.908059,12-03-2022,20:40,20:45,Windy,Jam,Metropolitian,motorcycle,0,1.0,28,SUR,2022-03-12,20:40:00,20:45:00,20.0,28
0xd27b,AURGRES04DEL02,19.876106,75.340775,20.006106,75.470775,18-02-2022,22:30,22:40,Sandstorms,Low,Metropolitian,motorcycle,2,1.0,15,AURG,2022-02-18,22:30:00,22:40:00,22.0,15
0xadd6,CHENRES01DEL01,13.005801,80.250744,13.115801,80.360744,23-03-2022,21:50,22:05,Sandstorms,Jam,Urban,motorcycle,0,3.0,50,CHEN,2022-03-23,21:50:00,22:05:00,21.0,50
0x7c60,BANGRES010DEL01,12.933298,77.614293,12.943298,77.624293,05-03-2022,11:50,11:55,Stormy,High,Metropolitian,motorcycle,0,1.0,41,BANG,2022-03-05,11:50:00,11:55:00,11.0,41
0xc63e,DEHRES010DEL01,30.328174,78.049117,30.398174,78.119117,16-02-2022,18:40,18:55,Cloudy,Medium,Metropolitian,scooter,1,2.0,35,DEH,2022-02-16,18:40:00,18:55:00,18.0,35
0x7b03,BANGRES07DEL01,12.978453,77.643685,13.048453,77.713685,02-03-2022,20:25,20:35,Windy,Jam,Metropolitian,motorcycle,2,1.0,27,BANG,2022-03-02,20:25:00,20:35:00,20.0,27
0x4314,CHENRES05DEL02,13.058616,80.264151,13.138616,80.344151,02-03-2022,21:45,21:50,Fog,Jam,Metropolitian,motorcycle,0,2.0,43,CHEN,2022-03-02,21:45:00,21:50:00,21.0,43
0xc044,AGRRES12DEL03,-27.165108,78.015053,27.225108,78.075053,13-02-2022,20:55,21:10,Sandstorms,Jam,Metropolitian,scooter,2,1.0,31,AGR,2022-02-13,20:55:00,21:10:00,20.0,31
0x70b1,VADRES01DEL01,22.307898,73.167788,22.417898,73.277788,20-03-2022,21:15,21:20,Stormy,Jam,Urban,motorcycle,0,1.0,47,VAD,2022-03-20,21:15:00,21:20:00,21.0,47
0x59e5,SURRES13DEL02,21.170096,72.789122,21.220096,72.839122,11-03-2022,23:30,23:35,Fog,Low,Urban,motorcycle,0,1.0,26,SUR,2022-03-11,23:30:00,23:35:00,23.0,26
0xdeac,LUDHRES05DEL03,30.905562,75.832841,30.995562,75.922841,18-02-2022,17:15,17:30,Cloudy,Medium,Metropolitian,electric_scooter,2,1.0,31,LUDH,2022-02-18,17:15:00,17:30:00,17.0,31
0xa053,JAPRES16DEL03,26.849596,75.800512,26.989596,75.940512,04-04-2022,20:45,20:55,Sandstorms,Jam,Metropolitian,motorcycle,1,1.0,42,JAP,2022-04-04,20:45:00,20:55:00,20.0,42
0x7031,COIMBRES14DEL01,11.003681,76.975525,11.043681,77.015525,09-03-2022,13:30,13:40,Cloudy,High,Metropolitian,scooter,2,,25,COIMB,2022-03-09,13:30:00,13:40:00,13.0,25
0x7c84,JAPRES04DEL03,26.902328,75.794257,26.932328,75.824257,26-03-2022,18:35,18:40,Fog,Medium,Metropolitian,electric_scooter,2,0.0,18,JAP,2022-03-26,18:35:00,18:40:00,18.0,18
0x96d2,JAPRES01DEL03,26.90519,75.810753,26.99519,75.900753,29-03-2022,20:40,20:55,Sandstorms,Jam,Urban,scooter,1,1.0,22,JAP,2022-03-29,20:40:00,20:55:00,20.0,22
0x77b5,HYDRES010DEL02,17.428294,78.404423,17.448294,78.424423,01-03-2022,08:25,08:40,Fog,Low,Metropolitian,motorcycle,0,1.0,23,HYD,2022-03-01,08:25:00,08:40:00,8.0,23
0x75dc,MYSRES16DEL02,12.316967,76.603067,12.446967,76.733067,18-03-2022,17:45,17:55,Stormy,Medium,Metropolitian,motorcycle,0,0.0,48,MYS,2022-03-18,17:45:00,17:55:00,17.0,48
0xbe78,BANGRES15DEL02,12.975377,77.696664,13.055377,77.776664,31-03-2022,22:25,22:40,Windy,Low,Urban,scooter,1,0.0,13,BANG,2022-03-31,22:25:00,22:40:00,22.0,13
0x35a2,CHENRES15DEL02,13.026286,80.275235,13.046286,80.295235,30-03-2022,11:30,11:40,Sandstorms,High,Metropolitian,motorcycle,2,1.0,32,CHEN,2022-03-30,11:30:00,11:40:00,11.0,32
0x416f,MYSRES05DEL02,12.323978,76.627961,12.453978,76.757961,06-03-2022,21:45,21:50,Sandstorms,Jam,Urban,electric_scooter,2,0.0,16,MYS,2022-03-06,21:45:00,21:50:00,21.0,16
0xa4f5,COIMBRES03DEL03,11.025083,77.015393,11.055083,77.045393,05-03-2022,17:25,17:30,Cloudy,Medium,Urban,electric_scooter,2,0.0,19,COIMB,2022-03-05,17:25:00,17:30:00,17.0,19
0xa4eb,BANGRES01DEL02,12.933284,77.615428,12.953284,77.635428,26-03-2022,09:40,09:45,Sunny,Low,Metropolitian,motorcycle,1,1.0,18,BANG,2022-03-26,09:40:00,09:45:00,9.0,18
0xd4da,KNPRES12DEL01,26.492106,80.327797,26.562106,80.397797,16-02-2022,20:55,21:05,Windy,Jam,Metropolitian,motorcycle,0,1.0,27,KNP,2022-02-16,20:55:00,21:05:00,20.0,27
0xb59b,MUMRES010DEL01,19.003517,72.82765,19.073517,72.89765,12-03-2022,17:10,17:20,Sunny,Medium,Urban,motorcycle,0,1.0,25,MUM,2022-03-12,17:10:00,17:20:00,17.0,25
0x4f73,COIMBRES20DEL03,10.994136,76.963303,11.024136,76.993303,01-03-2022,18:25,18:40,Stormy,Medium,Metropolitian,scooter,2,1.0,31,COIMB,2022-03-01,18:25:00,18:40:00,18.0,31
0xadae,HYDRES16DEL01,17.440827,78.393391,17.510827,78.463391,16-03-2022,17:55,0.75,Sunny,Medium,Metropolitian,motorcycle,0,0.0,20,HYD,2022-03-16,17:55:00,,17.0,20
0xb785,MUMRES01DEL02,19.12663,72.829976,19.20663,72.909976,29-03-2022,19:55,20:10,Windy,Jam,Metropolitian,motorcycle,1,2.0,38,MUM,2022-03-29,19:55:00,20:10:00,19.0,38
0x8f58,VADRES11DEL01,22.308096,73.167753,22.318096,73.177753,13-03-2022,10:40,10:55,Cloudy,Low,Urban,motorcycle,0,0.0,24,VAD,2022-03-13,10:40:00,10:55:00,10.0,24
0x247c,MYSRES09DEL02,12.323194,76.630583,12.343194,76.650583,13-03-2022,11:20,11:25,Fog,High,Urban,scooter,2,1.0,26,MYS,2022-03-13,11:20:00,11:25:00,11.0,26
0x9e8a,PUNERES05DEL02,18.543626,73.905101,18.623626,73.985101,23-03-2022,17:10,17:15,Sandstorms,Medium,Urban,scooter,2,1.0,16,PUNE,2022-03-23,17:10:00,17:15:00,17.0,16
0x1b40,MYSRES02DEL03,12.304569,76.643622,12.364569,76.703622,13-03-2022,23:10,23:15,Windy,Low,Urban,motorcycle,0,0.0,24,MYS,2022-03-13,23:10:00,23:15:00,23.0,24
0xb4fb,MYSRES03DEL01,12.299524,76.64262,12.369524,76.71262,29-03-2022,17:15,17:30,Windy,Medium,Metropolitian,motorcycle,0,,24,MYS,2022-03-29,17:15:00,17:30:00,17.0,24
0xb50,JAPRES16DEL02,26.849596,75.800512,26.869596,75.820512,15-03-2022,11:55,12:05,Stormy,High,Metropolitian,scooter,2,1.0,34,JAP,2022-03-15,11:55:00,12:05:00,11.0,34
0x3376,MUMRES010DEL01,19.003517,72.82765,19.013517,72.83765,09-03-2022,09:30,09:45,Cloudy,Low,Urban,motorcycle,1,1.0,16,MUM,2022-03-09,09:30:00,09:45:00,9.0,16
0xbecb,SURRES15DEL02,21.160522,72.771477,21.210522,72.821477,05-04-2022,22:40,22:50,Windy,Low,Metropolitian,motorcycle,1,1.0,26,SUR,2022-04-05,22:40:00,22:50:00,22.0,26
0x4357,INDORES06DEL02,22.728163,75.884212,22.858163,76.014212,02-04-2022,17:10,17:15,Fog,Medium,Metropolitian,motorcycle,1,1.0,25,INDO,2022-04-02,17:10:00,17:15:00,17.0,25
0x1486,VADRES06DEL01,22.31279,73.170283,22.38279,73.240283,10-03-2022,17:10,17:25,Fog,Medium,Metropolitian,motorcycle,0,2.0,49,VAD,2022-03-10,17:10:00,17:25:00,17.0,49
0x5b70,BANGRES04DEL02,12.98041,77.640489,13.06041,77.720489,23-03-2022,18:30,18:40,Windy,Medium,Urban,electric_scooter,2,0.0,24,BANG,2022-03-23,18:30:00,18:40:00,18.0,24
0x26d4,HYDRES05DEL03,17.433809,78.386744,17.523809,78.476744,18-03-2022,23:55,24:10:00,Sandstorms,Low,Metropolitian,scooter,1,1.0,24,HYD,2022-03-18,23:55:00,,23.0,24
